t_rel_s	rss_mb	cpu_pct	read_mbps	write_mbps	nprocs
0.00	6.0	0.0	0.00	0.00	1
0.50	52.4	180.5	0.00	0.00	2
1.01	53.4	0.0	0.00	0.02	2
1.51	49.9	6.0	0.00	0.00	2
2.01	49.9	0.0	0.00	0.00	2
2.52	46.0	2.0	0.00	0.63	1
3.02	47.1	17.9	0.00	44.36	1
3.53	47.4	11.9	0.00	42.17	1
4.03	47.4	17.8	0.00	42.57	1
4.54	46.8	21.8	0.00	53.21	1
5.04	46.9	17.8	0.00	49.36	1
5.55	46.9	25.7	0.00	62.28	1
6.05	46.9	15.8	0.00	37.82	1
6.56	47.3	23.8	0.00	57.38	1
7.06	47.0	11.9	0.00	29.21	1
7.56	47.3	23.8	0.00	76.87	1
8.07	47.3	23.8	0.00	52.75	1
8.57	47.1	17.8	0.00	47.94	1
9.08	47.1	19.8	0.00	51.88	1
9.58	47.0	19.8	0.00	49.89	1
10.09	46.8	23.8	0.00	56.90	1
10.59	47.1	21.8	0.00	56.85	1
11.10	47.1	19.9	0.00	52.52	1
11.60	47.2	19.8	0.00	49.93	1
12.10	47.4	17.8	0.00	49.90	1
12.61	47.4	19.8	0.00	49.94	1
13.11	47.7	21.8	0.00	54.75	1
13.62	53.3	7.9	0.00	8.53	2
14.12	53.3	0.0	0.00	0.00	2
14.62	53.2	2.0	0.00	0.00	2
15.13	53.6	5.9	0.00	0.00	2
15.63	53.6	0.0	0.00	0.00	2
16.14	53.5	6.0	0.00	0.00	2
16.64	53.5	0.0	0.00	0.00	2
17.15	64.8	0.0	0.00	0.00	5
17.65	54.1	5.9	0.00	0.01	2
18.16	161.2	11.9	0.00	0.00	3
18.66	803.2	146.8	0.00	8.32	3
19.17	1131.6	577.3	0.00	505.86	3
19.67	1132.1	790.6	0.00	969.89	3
20.18	1132.6	791.0	0.00	978.78	3
20.68	1133.2	797.2	0.00	991.47	3
21.19	1133.7	797.0	0.00	987.10	3
21.70	1133.7	794.5	0.00	986.31	3
22.20	1123.6	771.2	0.00	959.15	3
22.71	979.5	429.1	0.00	533.09	3
23.21	940.9	209.5	0.00	1544.43	3
23.72	940.9	268.0	0.00	1860.89	3
24.22	940.9	270.0	0.00	1914.70	3
24.72	54.7	35.7	0.00	774.77	2
25.23	54.7	799.3	0.00	46.15	2
25.73	54.7	798.3	0.00	50.06	2
26.24	54.7	794.3	0.00	47.75	2
26.74	54.7	798.8	0.00	48.06	2
27.24	54.7	798.2	0.00	49.59	2
27.75	54.7	796.3	0.00	46.91	2
28.25	54.7	798.3	0.00	50.75	2
28.75	54.7	796.4	0.00	46.16	2
29.26	54.7	800.2	0.00	51.79	2
29.76	54.7	798.3	0.00	46.12	2
30.26	54.7	800.3	0.00	48.57	2
30.77	54.7	795.1	0.00	48.53	2
31.27	54.7	798.7	0.00	47.40	2
31.78	54.9	563.8	0.00	35.32	2
32.28	54.7	577.8	0.00	34.99	2
32.78	54.7	794.2	0.00	51.21	2
33.29	54.7	801.0	0.00	52.41	2
33.79	54.7	794.4	0.00	49.91	2
34.29	54.7	800.3	0.00	53.33	2
34.80	54.7	796.5	0.00	49.11	2
35.30	54.7	712.6	0.00	49.03	2
35.81	54.7	796.0	0.00	48.45	2
36.31	54.7	800.1	0.00	52.86	2
36.81	54.7	797.9	0.00	51.14	2
37.32	54.7	798.3	0.00	51.06	2
37.82	54.7	797.8	0.00	52.07	2
38.32	54.7	794.4	0.00	49.67	2
38.83	54.7	572.0	0.00	38.68	2
39.33	0.0	0.0	0.00	0.00	0
